"Time","PosX","PosY","PosZ","AbsolutePoz"
5.051452258E0,1.205463409E-1,-5.697857738E-1,-2.187333107E-1,6.221185655E-1
5.068028572E0,1.408700943E-1,-6.836213470E-1,-2.450313568E-1,7.397451556E-1
5.084626025E0,1.091499329E-1,-5.297729373E-1,-1.949625015E-1,5.749638684E-1
5.101232014E0,8.180236816E-2,-3.952402472E-1,-1.432461739E-1,4.282825549E-1
5.117827280E0,1.045579910E-1,-3.803535700E-1,-1.950206757E-1,4.400389478E-1
5.134414713E0,7.242107391E-2,-8.344954252E-2,-1.352539062E-1,1.746489543E-1
5.151015351E0,8.854389191E-2,4.587042332E-2,-1.674113274E-1,1.948606401E-1
5.167614512E0,1.035547256E-1,-5.394935608E-2,-2.167510986E-1,2.462014480E-1
5.184197927E0,8.979988098E-2,-1.479538083E-1,-2.268695831E-1,2.853491822E-1
5.200782432E0,1.447610855E-1,-2.453669310E-1,-3.017158508E-1,4.149616336E-1
5.217386466E0,1.322536469E-1,-4.801063240E-1,-2.819123268E-1,5.722479091E-1
5.233978792E0,1.195793152E-1,-4.658731222E-1,-2.291750908E-1,5.327834465E-1
5.250571566E0,1.009435654E-1,-5.945498943E-1,-1.839332581E-1,6.304844357E-1
5.267168348E0,1.532945633E-1,-7.952351570E-1,-2.483963966E-1,8.471121224E-1
5.283761223E0,1.445674896E-1,-8.096464872E-1,-2.377085686E-1,8.561148036E-1
5.300342594E0,1.401166916E-1,-7.866916656E-1,-2.356562614E-1,8.330968357E-1
5.316945509E0,1.745634079E-1,-7.168948054E-1,-2.695565224E-1,7.855388368E-1
5.333540165E0,2.260742188E-1,-1.149948478E0,-3.761568069E-1,1.230847268E0
5.350135533E0,1.488437653E-1,-1.033349395E0,-2.680215836E-1,1.077868734E0
5.366727758E0,1.045284271E-1,-9.941194057E-1,-1.954135895E-1,1.018521505E0
5.383322820E0,8.390331268E-2,-7.491668463E-1,-1.484508514E-1,7.683283053E-1
5.399915493E0,4.971313477E-2,-5.908133388E-1,-9.098196030E-2,5.998412408E-1
5.416507422E0,1.707124710E-1,-8.812786341E-1,-2.907552719E-1,9.435748019E-1
5.433104997E0,1.148862839E-1,-7.424150109E-1,-2.250194550E-1,7.842274299E-1
5.449697181E0,1.398429871E-1,-6.516627669E-1,-2.464122772E-1,7.105909043E-1
5.466289812E0,1.358938217E-1,-6.376937032E-1,-2.477297783E-1,6.974886615E-1
5.482884591E0,1.028738022E-1,-6.664811373E-1,-2.096152306E-1,7.062001631E-1
5.499466612E0,1.185369492E-1,-6.327674389E-1,-2.261109352E-1,6.823282165E-1
5.516071847E0,1.199712753E-1,-6.660797596E-1,-2.284493446E-1,7.143139759E-1
5.532654276E0,1.210117340E-1,-5.565185547E-1,-2.057876587E-1,6.055619720E-1
5.549259104E0,6.796360016E-2,-6.528009772E-1,-1.566786766E-1,6.747713498E-1
5.565845723E0,1.004123688E-1,-5.994759798E-1,-1.932678223E-1,6.378138798E-1
5.582446259E0,8.144474030E-2,-5.941821337E-1,-1.888184547E-1,6.287591451E-1
5.599035432E0,9.202098846E-2,-5.884214044E-1,-2.001070976E-1,6.282917013E-1
5.615634420E0,1.252565384E-1,-5.588747263E-1,-2.300410271E-1,6.172106887E-1
5.632231142E0,1.302518845E-1,-5.772694349E-1,-2.304506302E-1,6.350693245E-1
5.648820609E0,1.350011826E-1,-5.147163868E-1,-2.399964333E-1,5.837435791E-1
5.665412021E0,1.023921967E-1,-5.143429637E-1,-2.070031166E-1,5.638112597E-1
5.682008141E0,1.127948761E-1,-5.760176182E-1,-2.179703712E-1,6.261230416E-1
5.698607323E0,1.103181839E-1,-5.514537096E-1,-2.074060440E-1,5.994068423E-1
5.715187900E0,1.268272400E-1,-5.556679964E-1,-2.252931595E-1,6.128695446E-1
5.731784387E0,1.145229340E-1,-5.122695565E-1,-2.094922066E-1,5.651748274E-1
5.748382603E0,1.400136948E-1,-5.503692627E-1,-2.417039871E-1,6.171960608E-1
5.764963933E0,1.135778427E-1,-6.887878180E-1,-2.208833694E-1,7.322008245E-1
5.781570226E0,1.317319870E-1,-6.838259101E-1,-2.260417938E-1,7.321653394E-1
5.798162196E0,1.249170303E-1,-6.362210512E-1,-2.160906792E-1,6.834300784E-1
5.814757269E0,9.991264343E-2,-5.792091489E-1,-1.929259300E-1,6.186163504E-1
5.831338986E0,1.033439636E-1,-5.267996788E-1,-1.984014511E-1,5.723294612E-1
5.847944424E0,1.390104294E-1,-5.509649515E-1,-2.410860062E-1,6.172590539E-1
5.864536741E0,1.177673340E-1,-5.179474950E-1,-2.214026451E-1,5.754631906E-1
5.881131712E0,1.158361435E-1,-4.992337525E-1,-2.354903221E-1,5.640106768E-1
5.897723794E0,1.497182846E-1,-4.088521004E-1,-2.557888031E-1,5.049787288E-1
5.914318886E0,1.220197678E-1,-4.903589487E-1,-2.491593361E-1,5.634013641E-1
5.930900929E0,4.699134827E-2,-7.291020751E-1,-1.414308548E-1,7.441778748E-1
5.947506133E0,8.053302765E-2,-7.039203048E-1,-1.655416489E-1,7.275942561E-1
5.964090535E0,1.052951813E-1,-7.551280856E-1,-2.014689445E-1,7.886033455E-1
5.980693197E0,1.037454605E-1,-6.820479035E-1,-1.920475960E-1,7.161248092E-1
5.997278850E0,1.019868851E-1,-6.712126136E-1,-1.874213219E-1,7.043113298E-1
6.013880789E0,1.097307205E-1,-5.935446024E-1,-2.018098831E-1,6.364457989E-1
6.030473115E0,1.017808914E-1,-6.687932014E-1,-1.805868149E-1,7.001823290E-1
6.047068015E0,9.370803833E-2,-6.722402573E-1,-1.878795624E-1,7.042633669E-1
6.063660392E0,1.115093231E-1,-6.852908134E-1,-2.126178741E-1,7.261295949E-1
6.080255282E0,1.166467667E-1,-6.219875216E-1,-2.160825729E-1,6.687051844E-1
6.096847365E0,1.186170578E-1,-5.730907321E-1,-2.268686295E-1,6.276721825E-1
6.113442711E0,1.356716156E-1,-5.718806386E-1,-2.511057854E-1,6.391465931E-1
6.130034957E0,1.243295670E-1,-5.659778714E-1,-2.173604965E-1,6.188977117E-1
6.146629693E0,9.508037567E-2,-5.743383765E-1,-1.827874184E-1,6.101770963E-1
6.163216730E0,8.745956421E-2,-5.540180206E-1,-1.620039940E-1,5.838068487E-1
6.179819636E0,9.167766571E-2,-5.434396267E-1,-1.585316658E-1,5.734663995E-1
6.196405096E0,9.023475647E-2,-5.185816288E-1,-1.758227348E-1,5.549620267E-1
6.213008724E0,1.207809448E-1,-5.033529401E-1,-2.274999619E-1,5.654276714E-1
6.229596503E0,1.265478134E-1,-4.922673702E-1,-2.434806824E-1,5.635817204E-1
