"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.588834110E-1,-6.370890141E-1,-4.510470629E-1,1.178285694E1,1.180868509E1
6.609520350E-1,-5.988038778E-1,-4.175475538E-1,1.177747345E1,1.180007597E1
6.630368950E-1,-5.551348329E-1,-3.744767308E-1,1.180080318E1,1.181978694E1
6.651115300E-1,-5.312066078E-1,-3.361915946E-1,1.181934738E1,1.183605415E1
6.671882420E-1,-4.875376225E-1,-3.170489967E-1,1.183310604E1,1.184738839E1
6.692604960E-1,-4.540380836E-1,-2.883351147E-1,1.186182022E1,1.187400803E1
6.713336870E-1,-4.295116663E-1,-2.787638307E-1,1.188993549E1,1.190095608E1
6.734082930E-1,-3.912265003E-1,-2.739782035E-1,1.191326618E1,1.192283663E1
6.754830420E-1,-3.523431420E-1,-2.602194548E-1,1.196052361E1,1.196854146E1
6.775565380E-1,-3.134597540E-1,-2.362912297E-1,1.199402332E1,1.200044524E1
6.796306450E-1,-2.889333367E-1,-2.219343036E-1,1.202692509E1,1.203244216E1
6.817021160E-1,-2.745763958E-1,-1.932204217E-1,1.204606724E1,1.205074530E1
6.837694990E-1,-2.596212626E-1,-1.980060786E-1,1.209811115E1,1.210251639E1
6.858554480E-1,-2.542374134E-1,-1.836491376E-1,1.213639641E1,1.214044816E1
6.879276630E-1,-2.398804724E-1,-1.692921966E-1,1.215015507E1,1.215370193E1
6.900046580E-1,-2.344966233E-1,-1.597209126E-1,1.218365479E1,1.218695792E1
6.920749190E-1,-2.153540403E-1,-1.453639716E-1,1.219322586E1,1.219599381E1
6.941433300E-1,-2.105683982E-1,-1.357926875E-1,1.219322586E1,1.219579992E1
6.962228590E-1,-1.770688742E-1,-1.262213886E-1,1.221177006E1,1.221370596E1
6.982985420E-1,-1.627119333E-1,-9.272187948E-2,1.220698452E1,1.220842101E1
7.003748970E-1,-1.674975902E-1,-9.750752151E-2,1.221655560E1,1.221809289E1
7.024481610E-1,-1.339980662E-1,-6.400800496E-2,1.219681549E1,1.219771948E1
7.045194700E-1,-1.196411327E-1,-4.007977992E-2,1.219202995E1,1.219268284E1
7.065960390E-1,-1.202393398E-1,2.213360928E-2,1.213878918E1,1.213940485E1
7.086706630E-1,-1.244267747E-1,7.956135273E-2,1.215314579E1,1.215404314E1
7.107445670E-1,-1.058823988E-1,1.130608693E-1,1.212921810E1,1.213020715E1
7.128183790E-1,-8.135596663E-2,1.657029688E-1,1.215254784E1,1.215394978E1
7.148924050E-1,-4.845465720E-2,2.087737769E-1,1.211845016E1,1.212034524E1
7.169672960E-1,-2.452643216E-2,2.422732860E-1,1.210409355E1,1.210654280E1
7.190421650E-1,-5.383851007E-3,2.614158690E-1,1.207537937E1,1.207820989E1
7.211153560E-1,1.375873014E-2,2.614158690E-1,1.207956696E1,1.208240313E1
7.231897480E-1,3.230310604E-2,3.044866920E-1,1.206042480E1,1.206431109E1
7.252627670E-1,6.161518395E-2,3.332005441E-1,1.206461143E1,1.206936900E1
7.273310550E-1,9.032905847E-2,3.475574851E-1,1.205982590E1,1.206517121E1
7.294122720E-1,1.142572835E-1,3.619144261E-1,1.205922794E1,1.206519852E1
7.314861950E-1,1.477568001E-1,3.954139352E-1,1.207777214E1,1.208514643E1
7.335626730E-1,1.812563092E-1,4.097708762E-1,1.209212875E1,1.210042742E1
7.356359460E-1,2.009970993E-1,4.384847581E-1,1.211067390E1,1.212027603E1
7.377090670E-1,2.344966233E-1,4.528416991E-1,1.212024498E1,1.213096833E1
7.397837930E-1,2.679961324E-1,4.671986103E-1,1.212921810E1,1.214117079E1
7.418583780E-1,3.260220885E-1,4.815555513E-1,1.214297676E1,1.215689396E1
7.439318750E-1,3.643072546E-1,5.198407173E-1,1.214237881E1,1.215896037E1
7.460060230E-1,4.265206456E-1,5.294120312E-1,1.213699436E1,1.215602028E1
7.480779630E-1,4.701896608E-1,5.868397355E-1,1.217946720E1,1.220265875E1
7.501467890E-1,5.084748268E-1,6.155536175E-1,1.220279694E1,1.222888817E1
7.522281910E-1,5.521438122E-1,6.681957245E-1,1.223091316E1,1.226158983E1
7.542925730E-1,6.053841114E-1,6.963114142E-1,1.227338600E1,1.230801948E1
7.563795580E-1,6.436693072E-1,7.154539824E-1,1.231585789E1,1.235340196E1
7.584493310E-1,7.016952634E-1,7.537391186E-1,1.235354519E1,1.239639374E1
7.605177620E-1,7.357929349E-1,7.728816867E-1,1.239601803E1,1.244186482E1
7.626000380E-1,7.884350419E-1,7.728816867E-1,1.241456223E1,1.246356013E1
7.646742160E-1,8.374879360E-1,7.872386575E-1,1.246660614E1,1.251948080E1
7.667524430E-1,8.805587292E-1,8.255237937E-1,1.248515034E1,1.254335889E1
7.688271490E-1,9.385846853E-1,8.638089895E-1,1.251326561E1,1.257811287E1
7.708967090E-1,9.858429432E-1,8.877372146E-1,1.249831104E1,1.256852189E1
7.729714060E-1,1.034297585E0,9.116654396E-1,1.251685524E1,1.259256012E1
7.750451260E-1,1.058225870E0,9.637092948E-1,1.253121185E1,1.261268600E1
7.771188870E-1,1.101296663E0,1.007378340E0,1.250668621E1,1.259543034E1
7.791883040E-1,1.144367456E0,1.031306505E0,1.248694515E1,1.258161235E1
7.812545380E-1,1.163509965E0,1.060020447E0,1.248694515E1,1.258575377E1
7.833321140E-1,1.167697430E0,1.069591761E0,1.247258759E1,1.257270794E1
7.854181340E-1,1.201196909E0,1.083948612E0,1.242891884E1,1.253378802E1
7.874933490E-1,1.229312658E0,1.079162955E0,1.241934776E1,1.252661172E1
7.895645660E-1,1.243669510E0,1.083948612E0,1.237627697E1,1.248574748E1
7.916244110E-1,1.238285661E0,1.088734269E0,1.234277725E1,1.245242322E1
7.937029030E-1,1.252642632E0,1.127019525E0,1.232363510E1,1.243829846E1
7.957877420E-1,1.266999602E0,1.122233868E0,1.232303619E1,1.243872654E1
7.978650740E-1,1.271785259E0,1.141376376E0,1.230867958E1,1.242673613E1
7.999389570E-1,1.276570916E0,1.165304661E0,1.231346512E1,1.243418640E1
8.020088110E-1,1.304686546E0,1.179661512E0,1.229910851E1,1.242424558E1
8.040745560E-1,1.309472203E0,1.203589797E0,1.227039433E1,1.239862584E1
8.061591510E-1,1.309472203E0,1.189232826E0,1.227039433E1,1.239724038E1
8.082337460E-1,1.308874011E0,1.170090318E0,1.224646664E1,1.237166956E1
8.103096640E-1,1.298704505E0,1.127617717E0,1.219861031E1,1.231926331E1
8.123814410E-1,1.298106313E0,1.070189953E0,1.214656639E1,1.226252265E1
8.144546630E-1,1.311864972E0,1.036690354E0,1.206521034E1,1.218051794E1
8.165273570E-1,1.320838094E0,9.840483069E-1,1.205145168E1,1.216348848E1
8.186062540E-1,1.335195065E0,9.840483069E-1,1.205085278E1,1.216446257E1
8.206784180E-1,1.354935765E0,9.888339639E-1,1.206042480E1,1.217651387E1
8.227535930E-1,1.383649707E0,9.936196208E-1,1.210289669E1,1.222218781E1
8.248263270E-1,1.432702541E0,1.012163997E0,1.215972614E1,1.228560346E1
8.268970780E-1,1.451845169E0,1.016949654E0,1.217886925E1,1.230718884E1
8.289752630E-1,1.490130305E0,1.040877819E0,1.220219898E1,1.233683813E1
8.310492270E-1,1.514058471E0,1.040877819E0,1.219262791E1,1.233028690E1
8.331249920E-1,1.557129383E0,1.069591761E0,1.216331577E1,1.230914006E1
8.351975940E-1,1.590030670E0,1.098903775E0,1.211545944E1,1.226866515E1
8.372665130E-1,1.603789330E0,1.156331539E0,1.206221867E1,1.222318952E1
8.393467840E-1,1.621735573E0,1.189831018E0,1.195214939E1,1.212021449E1
8.414214610E-1,1.634896040E0,1.247856975E0,1.183729362E1,1.201463909E1
8.434963510E-1,1.628913999E0,1.324427366E0,1.169851017E1,1.188539477E1
8.455691260E-1,1.646860242E0,1.377667665E0,1.157886887E1,1.177626091E1
8.476431210E-1,1.645663738E0,1.444666624E0,1.148315620E1,1.169008756E1
8.497177960E-1,1.668395638E0,1.497308731E0,1.137308598E1,1.159191796E1
8.517929110E-1,1.706082582E0,1.531406522E0,1.131505966E1,1.154497721E1
8.538661230E-1,1.734198213E0,1.555334687E0,1.128156090E1,1.151955406E1
8.559405460E-1,1.743769526E0,1.579262972E0,1.126241779E1,1.150551425E1
8.580163000E-1,1.758126378E0,1.627119422E0,1.126181984E1,1.151377923E1
8.600928270E-1,1.791625977E0,1.655833244E0,1.126660538E1,1.152771027E1
8.621630990E-1,1.825723648E0,1.689332843E0,1.130907822E1,1.157939387E1
8.642369620E-1,1.865205288E0,1.712662816E0,1.138504982E1,1.166325701E1
8.663106420E-1,1.943570137E0,1.760519266E0,1.152742290E1,1.182194450E1
8.683860100E-1,2.041675806E0,1.807777524E0,1.174576855E1,1.205817476E1
8.704573710E-1,2.120639086E0,1.840678811E0,1.196949673E1,1.229447276E1
8.725346210E-1,2.184647083E0,1.859821439E0,1.212144089E1,1.245636174E1
8.746091760E-1,2.291725874E0,1.873580098E0,1.227338600E1,1.262530450E1
8.766824880E-1,2.370090723E0,1.907079697E0,1.241575813E1,1.278300954E1
8.787536650E-1,2.447857618E0,1.920838356E0,1.252941799E1,1.290999389E1
8.808288200E-1,2.554338217E0,1.930409670E0,1.262393379E1,1.302362582E1
8.828977400E-1,2.636890650E0,1.920240164E0,1.273340607E1,1.314458613E1
8.849824050E-1,2.705085993E0,1.920240164E0,1.285185051E1,1.327308834E1
8.870537870E-1,2.773281336E0,1.901097536E0,1.295653629E1,1.338570483E1
8.891302520E-1,2.851048231E0,1.866999865E0,1.304207993E1,1.347998566E1
8.912061300E-1,2.913261652E0,1.809572101E0,1.305105305E1,1.349413318E1
8.932900630E-1,2.994019270E0,1.766501307E0,1.303131199E1,1.348702230E1
8.953507840E-1,3.050848961E0,1.713859200E0,1.298345566E1,1.344675104E1
8.974245960E-1,3.097508907E0,1.689931035E0,1.288774300E1,1.336204879E1
8.994959860E-1,3.120240688E0,1.633101463E0,1.277288723E1,1.324951209E1
9.015742740E-1,3.137588739E0,1.599601984E0,1.262034512E1,1.310253031E1
9.036476390E-1,3.150151014E0,1.595414519E0,1.244327641E1,1.293460191E1
9.057222330E-1,3.153141975E0,1.581057549E0,1.226202011E1,1.275927837E1
9.077943160E-1,3.160320520E0,1.605584025E0,1.209033489E1,1.259927473E1
9.098600000E-1,3.149552822E0,1.643869162E0,1.194676495E1,1.246383494E1
9.119445130E-1,3.114258766E0,1.663609982E0,1.177986622E1,1.229761985E1
9.140149280E-1,3.093919754E0,1.687538147E0,1.168475151E1,1.220465249E1
9.160815480E-1,3.064009428E0,1.702493310E0,1.157049370E1,1.208978749E1
9.181683090E-1,3.034099102E0,1.712064624E0,1.148435211E1,1.200113603E1
9.202415010E-1,3.000001431E0,1.740778446E0,1.143709373E1,1.195146147E1
9.223195040E-1,3.004786968E0,1.755135417E0,1.141316605E1,1.193187346E1
9.243906200E-1,2.966501951E0,1.793420553E0,1.139880848E1,1.191424886E1
9.264640140E-1,2.966501951E0,1.850848317E0,1.140838051E1,1.193217998E1
9.285383450E-1,2.985046148E0,1.884945989E0,1.136471081E1,1.190042746E1
9.306124310E-1,3.008974552E0,1.908874273E0,1.135513973E1,1.190113134E1
9.326873020E-1,3.056830883E0,1.937588096E0,1.132582760E1,1.189003084E1
9.347594660E-1,3.081357241E0,1.985444546E0,1.136830044E1,1.194466439E1
9.368247440E-1,3.091526747E0,2.042274237E0,1.143051338E1,1.201603337E1
9.389097130E-1,3.126222849E0,2.075773716E0,1.151545906E1,1.211147816E1
9.409844920E-1,3.170490026E0,2.090130568E0,1.163450146E1,1.223855698E1
9.430606130E-1,3.229712248E0,2.113460541E0,1.179661560E1,1.241200613E1
9.451321670E-1,3.303889751E0,2.156531334E0,1.198205948E1,1.261491436E1
9.472036290E-1,3.396611691E0,2.146361828E0,1.216690540E1,1.281317397E1
9.492709710E-1,3.488735437E0,2.121835470E0,1.227637672E1,1.293765381E1
9.513569190E-1,3.551547050E0,2.093121529E0,1.232363510E1,1.299486923E1
9.534291740E-1,3.599403381E0,2.073979139E0,1.233260822E1,1.301346686E1
9.555061800E-1,3.627519131E0,2.054836512E0,1.227996540E1,1.296837686E1
9.575780700E-1,3.660420418E0,2.055434704E0,1.218903828E1,1.289170833E1
9.596517800E-1,3.654438496E0,2.074577332E0,1.209332561E1,1.280262927E1
9.617260800E-1,3.619742393E0,2.108076811E0,1.197428226E1,1.268581722E1
9.638000440E-1,3.604189157E0,2.132603168E0,1.187916756E1,1.259574522E1
9.658747110E-1,3.569493294E0,2.151745796E0,1.177388382E1,1.248982116E1
9.679474750E-1,3.525225878E0,2.147558212E0,1.165065384E1,1.236029768E1
9.700117660E-1,3.494717360E0,2.104487419E0,1.153639603E1,1.223643535E1
9.720870520E-1,3.484548092E0,2.085345030E0,1.144546890E1,1.214452542E1
9.741721860E-1,3.445066452E0,2.051845312E0,1.137428284E1,1.206038399E1
9.762477890E-1,3.415754318E0,2.028515339E0,1.132702446E1,1.200348846E1
9.783224240E-1,3.395415306E0,1.999801517E0,1.123669529E1,1.190761824E1
9.803938560E-1,3.385245800E0,1.942373753E0,1.113679504E1,1.180088593E1
9.824660200E-1,3.369094372E0,1.957328916E0,1.101775169E1,1.168643597E1
9.845306970E-1,3.358326674E0,1.904686809E0,1.091725349E1,1.157983652E1
9.866072150E-1,3.342773199E0,1.919043779E0,1.080778122E1,1.147453688E1
9.886913920E-1,3.313461065E0,1.919641972E0,1.073180962E1,1.139455077E1
9.907687540E-1,3.293122053E0,1.895713687E0,1.065523911E1,1.131249325E1
9.928419870E-1,3.302693367E0,1.847857237E0,1.062233829E1,1.127636602E1
9.949137640E-1,3.263211966E0,1.795215130E0,1.055593681E1,1.119371036E1
9.969876980E-1,3.257827997E0,1.737787485E0,1.050389290E1,1.113396222E1
9.990624560E-1,3.256631613E0,1.657029629E0,1.039442158E1,1.101795791E1
1.001137396E0,3.265006542E0,1.594816327E0,1.031785107E1,1.093900167E1
1.003210639E0,3.254238844E0,1.551745534E0,1.021316528E1,1.083082313E1
1.005285204E0,3.253640652E0,1.527817249E0,1.015573788E1,1.077308753E1
1.007359871E0,3.272783279E0,1.532602906E0,1.011266708E1,1.073899519E1
1.009433387E0,3.282354355E0,1.537388563E0,1.011745262E1,1.074710478E1
1.011507657E0,3.306282759E0,1.580459356E0,1.012642574E1,1.076911583E1
1.013581642E0,3.334996462E0,1.570888042E0,1.014556789E1,1.079455597E1
1.015656603E0,3.369094372E0,1.575673699E0,1.018325520E1,1.084122829E1
1.017729704E0,3.422932863E0,1.575673699E0,1.026401234E1,1.093385413E1
1.019791592E0,3.471387386E0,1.570289850E0,1.033998489E1,1.101960200E1
1.021866198E0,3.500699520E0,1.570289850E0,1.039262676E1,1.107823986E1
1.023943194E0,3.577867985E0,1.575075507E0,1.043928719E1,1.114722921E1
1.026029986E0,3.631108284E0,1.555932879E0,1.048176003E1,1.120148060E1
1.028104011E0,3.684348583E0,1.541576028E0,1.052901745E1,1.126104301E1
1.030178016E0,3.736990690E0,1.545763373E0,1.057149029E1,1.131860816E1
1.032250018E0,3.780659676E0,1.497906923E0,1.062891865E1,1.138029105E1
1.034325173E0,3.863212109E0,1.483550072E0,1.070010471E1,1.147247007E1
1.036398425E0,3.935595036E0,1.473978758E0,1.077069283E1,1.156154599E1
1.038472979E0,3.979862213E0,1.473380566E0,1.085145092E1,1.165178701E1
1.040547575E0,3.966103554E0,1.492523074E0,1.092802143E1,1.172088968E1
1.042621092E0,3.957130432E0,1.511665702E0,1.096630573E1,1.175601446E1
1.044695239E0,3.918246984E0,1.502094388E0,1.095254707E1,1.172890593E1
1.046771034E0,3.850649834E0,1.473380566E0,1.086700439E1,1.162282835E1
1.048851275E0,3.792025566E0,1.459621787E0,1.077188969E1,1.151275645E1
1.050918963E0,3.742374659E0,1.402194023E0,1.062473106E1,1.135149445E1
1.052992267E0,3.683750391E0,1.359721422E0,1.049671459E1,1.120713507E1
1.055064929E0,3.643670797E0,1.307079315E0,1.038245773E1,1.108062371E1
1.057141438E0,3.575475216E0,1.249651670E0,1.027358437E1,1.094952912E1
1.059214862E0,3.527020693E0,1.207179070E0,1.021196842E1,1.087112944E1
1.061289193E0,3.463610888E0,1.159322619E0,1.011266708E1,1.075205398E1
1.063363147E0,3.400201082E0,1.068395257E0,1.002293587E1,1.063776665E1
1.065437814E0,3.336193085E0,1.001994491E0,9.870991707E0,1.046760023E1
1.067512817E0,3.263211966E0,9.780662656E-1,9.761520386E0,1.033888032E1
1.069586068E0,3.198605776E0,9.499505758E-1,9.542576790E0,1.010911751E1
1.071660572E0,3.129812002E0,9.499505758E-1,9.404989243E0,9.957507314E0
1.073735208E0,3.080160856E0,9.696913958E-1,9.218947411E0,9.768146378E0
1.075806151E0,3.005983353E0,9.846464992E-1,9.038289070E0,9.575809833E0
1.077872344E0,2.933002472E0,1.027717352E0,8.919246674E0,9.445192834E0
1.079956918E0,2.860619545E0,1.070788145E0,8.843274117E0,9.355919438E0
1.082029224E0,2.801995277E0,1.095314622E0,8.743373871E0,9.246484646E0
1.084097106E0,2.771486759E0,1.133599758E0,8.609973907E0,9.115801553E0
1.086169341E0,2.717050076E0,1.148554921E0,8.443673134E0,8.944112897E0
1.088254433E0,2.672184706E0,1.168295622E0,8.252845764E0,8.752996571E0
1.090331531E0,2.645863533E0,1.201795220E0,8.057231903E0,8.565272414E0
1.092405201E0,2.591426849E0,1.250249863E0,7.875975609E0,8.385082565E0
1.094476867E0,2.556132793E0,1.303490162E0,7.709076405E0,8.225737686E0
1.096551065E0,2.535195589E0,1.346560955E0,7.537391186E0,8.065525957E0
1.098622466E0,2.509472847E0,1.399801254E0,7.379465103E0,7.919179423E0
1.100687519E0,2.483749866E0,1.457229018E0,7.250850677E0,7.801753992E0
1.102773712E0,2.430509567E0,1.524826288E0,7.150950432E0,7.705099872E0
1.104848175E0,2.419741869E0,1.572682738E0,7.045666218E0,7.613796304E0
1.106925476E0,2.389831543E0,1.615753531E0,6.959524632E0,7.533720022E0
1.108993255E0,2.365305185E0,1.664208174E0,6.869195461E0,7.453194198E0
1.111070698E0,2.350350142E0,1.668993831E0,6.830910206E0,7.414244428E0
1.113144642E0,2.315654039E0,1.659422517E0,6.745367050E0,7.322288806E0
1.115220184E0,2.267199516E0,1.640878081E0,6.655037880E0,7.219570881E0
1.117294393E0,2.242672920E0,1.669592023E0,6.593422890E0,7.161727777E0
1.119369760E0,2.208575249E0,1.693520188E0,6.559923172E0,7.125896946E0
1.121450887E0,2.169692039E0,1.741376638E0,6.483951092E0,7.055606133E0
1.123516897E0,2.149951220E0,1.722832322E0,6.436094761E0,7.000982590E0
1.125590352E0,2.134995937E0,1.708475351E0,6.422336102E0,6.980221822E0
1.127662324E0,2.111665964E0,1.660020709E0,6.489335060E0,7.023266435E0
1.129738454E0,2.093719721E0,1.621735573E0,6.570691109E0,7.084325669E0
1.131813171E0,2.056631088E0,1.588235974E0,6.680760860E0,7.168318535E0
1.133888285E0,2.023729801E0,1.520638824E0,6.753143787E0,7.211988336E0
1.135961467E0,2.009970903E0,1.458425403E0,6.810571671E0,7.249198174E0
1.138035889E0,1.977069736E0,1.400997639E0,6.868597507E0,7.283490293E0
1.140110677E0,1.948953986E0,1.367498159E0,6.921239376E0,7.319291452E0
1.142184174E0,1.925624013E0,1.314856052E0,6.979265213E0,7.358465682E0
1.144256979E0,1.907079697E0,1.266401410E0,7.060621262E0,7.422472506E0
1.146325268E0,1.913061738E0,1.242473125E0,7.175477028E0,7.529343614E0
1.148401916E0,1.910070658E0,1.227517962E0,7.304090977E0,7.648850584E0
1.150483083E0,1.887937069E0,1.203589797E0,7.466803074E0,7.795260286E0
1.152556753E0,1.894517303E0,1.198205948E0,7.624729156E0,7.947413920E0
1.154631185E0,1.896311998E0,1.202991605E0,7.782057285E0,8.099605150E0
1.156703706E0,1.892722726E0,1.216750264E0,7.925028801E0,8.238262075E0
1.158775605E0,1.884347796E0,1.221535921E0,8.001599312E0,8.310746547E0
1.160852224E0,1.874776483E0,1.221535921E0,8.011170387E0,8.317799459E0
1.162926199E0,1.869990945E0,1.231107235E0,7.996813297E0,8.304306959E0
1.165001425E0,1.859821439E0,1.226321578E0,7.963313580E0,8.269048528E0
1.167075126E0,1.854437590E0,1.245464206E0,7.906484127E0,8.215997268E0
1.169146038E0,1.815554142E0,1.313061476E0,7.825128078E0,8.139594383E0
1.171223654E0,1.795215130E0,1.389631748E0,7.753343582E0,8.078874331E0
1.173298443E0,1.741974831E0,1.466800332E0,7.663014412E0,7.994233509E0
1.175372662E0,1.721635938E0,1.543370605E0,7.533802032E0,7.880621561E0
1.177446098E0,1.704886079E0,1.601396561E0,7.362117290E0,7.724757503E0
1.179520051E0,1.660020709E0,1.644467354E0,7.180860519E0,7.551470018E0
1.181594951E0,1.633699656E0,1.702493310E0,6.951747894E0,7.341270791E0
1.183670635E0,1.569093466E0,1.755733609E0,6.751348972E0,7.150200540E0
1.185746339E0,1.552343726E0,1.818545222E0,6.536593437E0,6.960167493E0
1.187817517E0,1.526022673E0,1.866999865E0,6.293123722E0,6.739275916E0
1.189892152E0,1.500299811E0,1.948355794E0,6.111867428E0,6.588012848E0
1.191964795E0,1.493121386E0,1.982453585E0,5.934798241E0,6.432834822E0
1.194042543E0,1.477568030E0,2.049452543E0,5.796612740E0,6.323304695E0
1.196124605E0,1.462014675E0,2.126621008E0,5.667400360E0,6.227313278E0
1.198188620E0,1.441077471E0,2.199003935E0,5.519045353E0,6.113279332E0
1.200263552E0,1.435095429E0,2.289931297E0,5.408975601E0,6.046511498E0
1.202336753E0,1.434497118E0,2.361716032E0,5.318048477E0,5.993089704E0
1.204410972E0,1.423729420E0,2.424527645E0,5.241477966E0,5.947977054E0
1.206485191E0,1.418943882E0,2.472383976E0,5.193621635E0,5.924507571E0
1.208556835E0,1.418345571E0,2.544168711E0,5.136193752E0,5.904657894E0
1.210633699E0,1.432702541E0,2.596810818E0,5.159523964E0,5.951197403E0
1.212707714E0,1.423729420E0,2.682952404E0,5.193023205E0,6.016039317E0
1.214782696E0,1.433898926E0,2.773879766E0,5.249852657E0,6.108308114E0
1.216855909E0,1.439880967E0,2.836092949E0,5.325825214E0,6.203313198E0
1.218920697E0,1.450050473E0,2.883949518E0,5.363512039E0,6.259957875E0
1.221006095E0,1.441077471E0,2.940778971E0,5.430510998E0,6.341556191E0
1.223079663E0,1.451845169E0,2.955136061E0,5.516054630E0,6.423981804E0
1.225155896E0,1.476371527E0,2.955136061E0,5.611767292E0,6.511868715E0
1.227227410E0,1.511067510E0,2.973680258E0,5.706882000E0,6.610189215E0
1.229301567E0,1.536192179E0,2.992822886E0,5.792425632E0,6.698437873E0
1.231376224E0,1.579861164E0,3.016751051E0,5.854040623E0,6.772484021E0
1.233451348E0,1.590030670E0,3.026322365E0,5.915655613E0,6.832408501E0
1.235524518E0,1.619940877E0,3.044866800E0,6.005984783E0,6.925841140E0
1.237598951E0,1.668993831E0,3.059223652E0,6.110671043E0,7.034535547E0
1.239673820E0,1.683948994E0,3.078366280E0,6.181857109E0,7.108261425E0
1.241747195E0,1.694118381E0,3.087937593E0,6.229713917E0,7.156446825E0
1.243821454E0,1.704287887E0,3.083152056E0,6.277570248E0,7.198493732E0
1.245892774E0,1.700100541E0,3.120838881E0,6.315257072E0,7.246547389E0
1.247957055E0,1.695913076E0,3.197409153E0,6.382256031E0,7.337079698E0
1.250034904E0,1.677368641E0,3.307479143E0,6.419943333E0,7.414084990E0
1.252118421E0,1.686939955E0,3.393620729E0,6.400800705E0,7.438593801E0
1.254195479E0,1.652842283E0,3.442075491E0,6.343372822E0,7.403928015E0
1.256270114E0,1.652244091E0,3.456432343E0,6.285944939E0,7.361381585E0
1.258341057E0,1.652244091E0,3.442075491E0,6.262016773E0,7.334210816E0
1.260415266E0,1.627119422E0,3.442075491E0,6.181259155E0,7.259708399E0
1.262489383E0,1.611566067E0,3.389433384E0,6.090929985E0,7.154357549E0
1.264564283E0,1.581655741E0,3.351746321E0,5.995815277E0,7.048804091E0
1.266639143E0,1.551745534E0,3.318246841E0,5.891129494E0,6.937152371E0
1.268712518E0,1.536192179E0,3.290131092E0,5.767300606E0,6.815174634E0
1.270786574E0,1.529611826E0,3.256631613E0,5.633901119E0,6.684774014E0
1.272861402E0,1.490130305E0,3.275774240E0,5.495715618E0,6.569176155E0
1.274934828E0,1.465005636E0,3.295515060E0,5.409573555E0,6.501549590E0
1.277009139E0,1.430907965E0,3.367299557E0,5.314459324E0,6.452106773E0
1.279083103E0,1.392024517E0,3.405584812E0,5.261816978E0,6.420471796E0
1.281158095E0,1.372283816E0,3.449253798E0,5.200201988E0,6.389257809E0
1.283230564E0,1.352542996E0,3.492324591E0,5.171487808E0,6.385138194E0
1.285293187E0,1.343569875E0,3.497110367E0,5.200201988E0,6.409138916E0
1.287380518E0,1.357926846E0,3.506681681E0,5.233103275E0,6.444078803E0
1.289455031E0,1.358525038E0,3.501297712E0,5.266602516E0,6.468522089E0
1.291531874E0,1.387837172E0,3.463012457E0,5.347958565E0,6.520675433E0
1.293602970E0,1.393819213E0,3.439084291E0,5.419743061E0,6.568382420E0
1.295676965E0,1.389631748E0,3.429512978E0,5.505286694E0,6.633311182E0
1.297751724E0,1.390828133E0,3.419343472E0,5.610570908E0,6.716012104E0
1.299826725E0,1.363310695E0,3.443271875E0,5.691926956E0,6.790638389E0
1.301899907E0,1.354337573E0,3.443271875E0,5.758925915E0,6.845113524E0
1.303974339E0,1.322034478E0,3.481556892E0,5.854638577E0,6.938717923E0
1.306049077E0,1.336989641E0,3.504886866E0,5.916254044E0,7.005271954E0
1.308122604E0,1.308874011E0,3.524029493E0,5.992824078E0,7.074310954E0
1.310196792E0,1.281356573E0,3.552743435E0,6.064609051E0,7.144462437E0
1.312270777E0,1.272383451E0,3.581457376E0,6.126822472E0,7.209975741E0
1.314345555E0,1.253240824E0,3.591028690E0,6.150750637E0,7.231724069E0
1.316420527E0,1.235294700E0,3.581457376E0,6.208178520E0,7.272844730E0
1.318493768E0,1.211366415E0,3.571287870E0,6.227321148E0,7.280180927E0
1.320568089E0,1.202393413E0,3.552145243E0,6.284748554E0,7.318575690E0
1.322642970E0,1.188634634E0,3.537788391E0,6.327819347E0,7.346434284E0
1.324716487E0,1.154536963E0,3.528217077E0,6.309275150E0,7.320397821E0
1.326790706E0,1.135394335E0,3.533002615E0,6.314060688E0,7.323837119E0
1.328864496E0,1.097109199E0,3.537788391E0,6.271588326E0,7.283708905E0
1.330939305E0,1.072582722E0,3.533600807E0,6.229115486E0,7.241453452E0
1.333014399E0,1.033699393E0,3.557528973E0,6.166902065E0,7.194110641E0
1.335087723E0,9.948160052E-1,3.567100286E0,6.119643688E0,7.152894673E0
1.337162044E0,9.702895880E-1,3.581457376E0,6.076572895E0,7.119904281E0
1.339236851E0,9.463613629E-1,3.586242914E0,6.081956863E0,7.123688466E0
1.341310196E0,9.361918569E-1,3.595814228E0,6.038886070E0,7.090449924E0
1.343384486E0,9.314061999E-1,3.624528170E0,6.014957905E0,7.084097724E0
1.345455959E0,8.979067206E-1,3.653241873E0,6.005386829E0,7.086401317E0
1.347520565E0,9.116654396E-1,3.663411379E0,5.981458187E0,7.073157629E0
1.349598780E0,8.973084688E-1,3.677768469E0,5.957530022E0,7.058562698E0
1.351681738E0,9.062815905E-1,3.682554007E0,5.914459229E0,7.025907649E0
1.353758530E0,9.008977413E-1,3.706482172E0,5.876173973E0,7.005643967E0
1.355833003E0,8.673982024E-1,3.763910055E0,5.876772404E0,7.032485509E0
1.357904090E0,8.578268886E-1,3.826123476E0,5.866602898E0,7.056352980E0
1.359978388E0,8.536394835E-1,3.902693748E0,5.895316601E0,7.121409740E0
