"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.058988719E0,1.981855392E0,2.685943544E-1,1.042971611E1,1.061973973E1
2.061064486E0,2.111665964E0,2.542374134E-1,1.050030422E1,1.071355023E1
2.063129561E0,2.237289190E0,2.590230405E-1,1.055653572E1,1.079411887E1
2.065229678E0,2.376671076E0,2.584248483E-1,1.062652493E1,1.089212471E1
2.067292596E0,2.511267424E0,2.488535494E-1,1.070189953E1,1.099541021E1
2.069374982E0,2.632104874E0,2.673979402E-1,1.079162979E1,1.111119936E1
2.071434808E0,2.724228621E0,3.296113312E-1,1.086221886E1,1.120347552E1
2.073507470E0,2.811566591E0,3.774677813E-1,1.095673466E1,1.131801321E1
2.075586765E0,2.893520832E0,4.205385745E-1,1.103689480E1,1.141763383E1
2.077662845E0,2.970689297E0,4.630111754E-1,1.108833981E1,1.148871855E1
2.079740166E0,3.023929596E0,5.347958803E-1,1.110688496E1,1.152358669E1
2.081810815E0,3.062813044E0,6.065805554E-1,1.115892887E1,1.158751299E1
2.083885247E0,3.081955671E0,6.831508875E-1,1.116311550E1,1.160087469E1
2.085959752E0,3.082553864E0,7.501499057E-1,1.117747307E1,1.161898306E1
2.088033513E0,3.058027267E0,7.980063558E-1,1.115354443E1,1.159266571E1
2.090107700E0,3.038884640E0,8.512466550E-1,1.112004471E1,1.155918834E1
2.092179142E0,3.010170937E0,9.086744189E-1,1.111525917E1,1.155144167E1
2.094243646E0,2.971885681E0,9.613165259E-1,1.111047363E1,1.154118098E1
2.096320856E0,2.933600664E0,9.996016622E-1,1.111585712E1,1.153982218E1
2.098405561E0,2.866003275E0,1.018744230E0,1.106859970E1,1.147892477E1
2.100485080E0,2.808575630E0,9.900303483E-1,1.105962658E1,1.145354082E1
2.102556523E0,2.721835852E0,9.708877802E-1,1.102672482E1,1.139910846E1
2.104627374E0,2.615953445E0,9.182456732E-1,1.098006535E1,1.132467318E1
2.106700047E0,2.534597397E0,8.901300430E-1,1.097169018E1,1.129577358E1
2.108773054E0,2.423929453E0,8.039883971E-1,1.093460083E1,1.122886132E1
2.110850417E0,2.327618122E0,7.369893789E-1,1.091186905E1,1.118167454E1
2.112925307E0,2.221735716E0,6.508477330E-1,1.086520958E1,1.110911750E1
2.114999171E0,2.116451740E0,5.742774606E-1,1.085204887E1,1.107141036E1
2.117070318E0,2.005783558E0,4.977070987E-1,1.083888817E1,1.103414595E1
2.119137099E0,1.899901152E0,4.115654826E-1,1.080718327E1,1.098062934E1
2.121221145E0,1.813759565E0,3.254238665E-1,1.077488041E1,1.093131613E1
2.123295445E0,1.717448473E0,2.201396823E-1,1.073779202E1,1.087650073E1
2.125372085E0,1.654636860E0,8.135596663E-2,1.071984577E1,1.084709801E1
2.127444239E0,1.601994753E0,-4.307080805E-2,1.072044373E1,1.083956438E1
2.129519179E0,1.534397483E0,-1.914258152E-1,1.071206856E1,1.082309717E1
2.131592432E0,1.481755376E0,-3.780659735E-1,1.069412231E1,1.080290632E1
2.133665237E0,1.437488198E0,-5.503492355E-1,1.064746284E1,1.075814676E1
2.135736364E0,1.427318692E0,-7.226324677E-1,1.060080242E1,1.072084177E1
2.137818833E0,1.421934843E0,-8.901300430E-1,1.058704376E1,1.071912897E1
2.139889347E0,1.430907965E0,-1.048056364E0,1.053021431E1,1.067854546E1
2.141964869E0,1.454237938E0,-1.186840057E0,1.049731255E1,1.066381583E1
2.144035344E0,1.506880045E0,-1.325623751E0,1.050688457E1,1.069684950E1
2.146106135E0,1.569093466E0,-1.430907965E0,1.049731255E1,1.070995437E1
2.148186315E0,1.645663738E0,-1.493719578E0,1.053978539E1,1.077155900E1
2.150260757E0,1.708475351E0,-1.565504193E0,1.057268715E1,1.082365026E1
2.152337214E0,1.775474429E0,-1.608574986E0,1.060080242E1,1.086815692E1
2.154408972E0,1.843669891E0,-1.594218135E0,1.067198944E1,1.094678075E1
2.156483210E0,1.901695848E0,-1.570289850E0,1.072881889E1,1.100862444E1
2.158557062E0,1.969292998E0,-1.527817249E0,1.079462147E1,1.107863679E1
2.160631831E0,2.056032896E0,-1.451246977E0,1.083649540E1,1.112488299E1
2.162704239E0,2.118844509E0,-1.384247899E0,1.086939716E1,1.116017200E1
2.164769669E0,2.196012974E0,-1.278963685E0,1.092562866E1,1.121728946E1
2.166854599E0,2.268395901E0,-1.202393413E0,1.097228813E1,1.126865017E1
2.168929336E0,2.336591244E0,-1.116251707E0,1.104766178E1,1.134709246E1
2.171005326E0,2.404786825E0,-1.021137118E0,1.115174961E1,1.145369984E1
2.173076991E0,2.449054003E0,-9.254241586E-1,1.122772217E1,1.152892105E1
2.175151109E0,2.483151674E0,-8.249256015E-1,1.130309582E1,1.160200498E1
2.177226100E0,2.503490686E0,-7.244270444E-1,1.138385391E1,1.167837275E1
2.179300766E0,2.509472847E0,-6.675975323E-1,1.145982552E1,1.175035069E1
2.181373998E0,2.548356056E0,-6.293123364E-1,1.151665497E1,1.181200636E1
2.183448279E0,2.572284460E0,-5.958128572E-1,1.154058361E1,1.183877994E1
2.185523128E0,2.587239504E0,-5.814558864E-1,1.156391335E1,1.186406301E1
2.187596595E0,2.587837696E0,-5.479564071E-1,1.163091278E1,1.192792070E1
2.189670996E0,2.584248543E0,-5.096712112E-1,1.170209885E1,1.199488319E1
2.191745042E0,2.565105915E0,-4.809573591E-1,1.173559856E1,1.202228606E1
2.193817664E0,2.547159672E0,-4.331009090E-1,1.180738354E1,1.208676569E1
2.195886654E0,2.513660192E0,-4.097708762E-1,1.183609676E1,1.210700567E1
2.197966030E0,2.480160713E0,-4.145565331E-1,1.185045433E1,1.211430238E1
2.200035478E0,2.451446772E0,-4.815555513E-1,1.184148121E1,1.210215536E1
2.202118974E0,2.408375978E0,-5.533402562E-1,1.184686470E1,1.210184546E1
2.204190436E0,2.379063845E0,-6.628118753E-1,1.178106213E1,1.203713791E1
2.206266436E0,2.368894339E0,-7.920243144E-1,1.173858929E1,1.200139331E1
2.208338720E0,2.358126640E0,-9.595218897E-1,1.168175983E1,1.195595903E1
2.210413631E0,2.376671076E0,-1.117448211E0,1.161057377E1,1.190389344E1
2.212489406E0,2.376072884E0,-1.251446247E0,1.157767200E1,1.188504645E1
2.214561764E0,2.389233351E0,-1.399801254E0,1.152562809E1,1.185360630E1
2.216633857E0,2.398804665E0,-1.514656782E0,1.154058361E1,1.188417095E1
2.218701382E0,2.413161755E0,-1.619940877E0,1.151665497E1,1.187774809E1
2.220784339E0,2.422134638E0,-1.720439434E0,1.150768185E1,1.188500692E1
2.222858527E0,2.436491728E0,-1.825723648E0,1.147896862E1,1.187587805E1
2.224934933E0,2.459821701E0,-1.931007862E0,1.142692471E1,1.184711452E1
2.227007321E0,2.496910334E0,-2.017149448E0,1.135992527E1,1.180471750E1
2.229082272E0,2.520240545E0,-2.088934183E0,1.130788136E1,1.177214675E1
2.231155433E0,2.557329178E0,-2.146361828E0,1.122652531E1,1.171245799E1
2.233227719E0,2.595614433E0,-2.179861546E0,1.119781208E1,1.169957290E1
2.235295296E0,2.609373093E0,-2.165504456E0,1.116849995E1,1.167191623E1
2.237377317E0,2.642872572E0,-2.136790514E0,1.113500023E1,1.164211661E1
2.239449867E0,2.666800737E0,-2.074577332E0,1.114397335E1,1.164490615E1
2.241518166E0,2.686541557E0,-1.978864312E0,1.119123173E1,1.167805965E1
2.243601418E0,2.725425005E0,-1.902294040E0,1.121456146E1,1.169671120E1
2.245676206E0,2.778067112E0,-1.840080619E0,1.122832012E1,1.171233223E1
2.247751981E0,2.827120066E0,-1.734796405E0,1.128933716E1,1.176653135E1
2.249823789E0,2.870190859E0,-1.643869162E0,1.130309582E1,1.177710815E1
2.251898455E0,2.894717216E0,-1.524227977E0,1.132164001E1,1.178482886E1
2.253972074E0,2.914458036E0,-1.433300734E0,1.138744259E1,1.184154827E1
2.256046242E0,2.934198856E0,-1.347159147E0,1.145384407E1,1.190020608E1
2.258120399E0,2.958725214E0,-1.222732425E0,1.147717381E1,1.191531150E1
2.260195229E0,2.959323406E0,-1.122233868E0,1.152443218E1,1.195113137E1
2.262267495E0,2.955136061E0,-1.026520967E0,1.154357433E1,1.195996166E1
2.264333199E0,2.959921598E0,-9.212366939E-1,1.155733299E1,1.196585805E1
2.266417631E0,2.950350285E0,-8.159525394E-1,1.154716396E1,1.194601779E1
2.268492429E0,2.945564747E0,-7.393822074E-1,1.149930763E1,1.189357447E1
2.270568439E0,2.955136061E0,-6.675975323E-1,1.149870968E1,1.189112442E1
2.272640226E0,2.964108944E0,-6.675975323E-1,1.146999550E1,1.186559839E1
2.274714161E0,2.983251572E0,-6.436693072E-1,1.145085239E1,1.185057470E1
2.276789152E0,3.006581545E0,-6.771687865E-1,1.138863945E1,1.179827100E1
2.278864825E0,3.039483070E0,-7.298108935E-1,1.135992527E1,1.178214681E1
2.280937111E0,3.077169895E0,-7.824530005E-1,1.131685448E1,1.175382502E1
2.283011463E0,3.090928555E0,-8.392825127E-1,1.126002502E1,1.170668177E1
2.285086007E0,3.142972469E0,-9.206385016E-1,1.122173977E1,1.168988001E1
2.287159738E0,3.190230846E0,-9.876375198E-1,1.116849995E1,1.165711764E1
2.289234037E0,3.232703447E0,-1.092921734E0,1.112602711E1,1.163758260E1
2.291308033E0,3.309273720E0,-1.174277663E0,1.110628605E1,1.164816768E1
2.293382761E0,3.366103172E0,-1.255633712E0,1.110150051E1,1.166835808E1
2.295457793E0,3.457030535E0,-1.328016520E0,1.109133148E1,1.169325968E1
2.297529723E0,3.543172121E0,-1.418943882E0,1.112423229E1,1.176078290E1
2.299600117E0,3.630510092E0,-1.481157184E0,1.120977592E1,1.187575288E1
2.301680032E0,3.722633839E0,-1.524826288E0,1.131386375E1,1.200777294E1
2.303753599E0,3.790829182E0,-1.582253933E0,1.142333508E1,1.213946035E1
2.305829192E0,3.892524242E0,-1.611566067E0,1.154237843E1,1.228720432E1
2.307901814E0,3.966103554E0,-1.616351724E0,1.167039394E1,1.243143858E1
2.309977436E0,4.029513359E0,-1.626521230E0,1.178943729E1,1.256476744E1
2.312055317E0,4.092923164E0,-1.612164259E0,1.187916756E1,1.266750628E1
2.314124724E0,4.141975880E0,-1.636092424E0,1.201735306E1,1.281598756E1
2.316196645E0,4.210769653E0,-1.631905079E0,1.218844032E1,1.299814497E1
2.318262460E0,4.260420799E0,-1.651645780E0,1.235055447E1,1.316872487E1
2.320347421E0,4.348356724E0,-1.713859200E0,1.248395348E1,1.333021432E1
2.322421671E0,4.415954113E0,-1.814955950E0,1.258385468E1,1.345912755E1
2.324498331E0,4.446462631E0,-1.901097536E0,1.270828152E1,1.359726520E1
2.326570454E0,4.499702930E0,-2.016551256E0,1.280339622E1,1.372008602E1
2.328645395E0,4.529613495E0,-2.117049932E0,1.289910889E1,1.383424407E1
2.330718627E0,4.520640373E0,-2.207977057E0,1.299960709E1,1.393919425E1
2.332793446E0,4.526622295E0,-2.275574446E0,1.311446285E1,1.405907836E1
2.334866018E0,4.513461590E0,-2.366501570E0,1.319641685E1,1.414627453E1
2.336928375E0,4.494917393E0,-2.424527645E0,1.328734398E1,1.423503167E1
2.339015655E0,4.471587181E0,-2.472383976E0,1.333041477E1,1.427612456E1
2.341089192E0,4.438087940E0,-2.515454769E0,1.335015583E1,1.429163384E1
2.343168060E0,4.400400639E0,-2.582453728E0,1.340339565E1,1.434167382E1
2.345240244E0,4.376472473E0,-2.615953445E0,1.340339565E1,1.434042324E1
2.347312490E0,4.342973232E0,-2.668595552E0,1.343270779E1,1.436733995E1
2.349386952E0,4.319045067E0,-2.711666346E0,1.343330669E1,1.436875128E1
2.351461496E0,4.295714855E0,-2.773879766E0,1.346680546E1,1.440494444E1
2.353535187E0,4.257429600E0,-2.816950560E0,1.349611759E1,1.442934882E1
2.355609335E0,4.224528313E0,-2.836092949E0,1.351107311E1,1.443742218E1
2.357683422E0,4.180859566E0,-2.888735056E0,1.350209999E1,1.442674881E1
2.359758158E0,4.161716938E0,-2.960519791E0,1.347877026E1,1.441394509E1
2.361836100E0,4.127020836E0,-3.022733212E0,1.341715431E1,1.435929131E1
2.363917959E0,4.136591911E0,-3.099303484E0,1.337887001E1,1.434263705E1
2.365980805E0,4.159324169E0,-3.209373474E0,1.333161163E1,1.432940768E1
2.368055573E0,4.197010994E0,-3.300300598E0,1.327896881E1,1.431215910E1
2.370126160E0,4.215555191E0,-3.381656647E0,1.323589802E1,1.429669555E1
2.372203248E0,4.258625984E0,-3.424727440E0,1.320239925E1,1.428873680E1
2.374277202E0,4.281956196E0,-3.472583771E0,1.319282722E1,1.429841520E1
2.376351940E0,4.301098824E0,-3.510869026E0,1.316889954E1,1.429145085E1
2.378427022E0,4.334000111E0,-3.558725595E0,1.311147213E1,1.426039222E1
2.380500275E0,4.362115860E0,-3.587439299E0,1.306840134E1,1.423660384E1
2.382574768E0,4.418945312E0,-3.654438496E0,1.305404377E1,1.425798223E1
2.384649394E0,4.481158733E0,-3.668795347E0,1.304866028E1,1.427614717E1
2.386722220E0,4.548157692E0,-3.697509289E0,1.304327583E1,1.429980272E1
2.388794566E0,4.634299278E0,-3.716651678E0,1.304267788E1,1.433184132E1
2.390871054E0,4.701896667E0,-3.702294827E0,1.306122208E1,1.436698790E1
2.392945862E0,4.750350952E0,-3.687937975E0,1.311326599E1,1.442651953E1
2.395021465E0,4.817350388E0,-3.692723513E0,1.311266804E1,1.444939911E1
2.397094463E0,4.884349346E0,-3.664009571E0,1.313599777E1,1.448572650E1
2.399170177E0,4.956732273E0,-3.650250912E0,1.314497089E1,1.451495044E1
2.401242920E0,5.019543648E0,-3.616751432E0,1.320598793E1,1.458337501E1
2.403315319E0,5.072185993E0,-3.592823267E0,1.323888969E1,1.462544530E1
2.405390576E0,5.116453171E0,-3.511467218E0,1.331007576E1,1.468559198E1
2.407464927E0,5.169693470E0,-3.449253798E0,1.337109280E1,1.474480264E1
2.409540346E0,5.232504845E0,-3.377469063E0,1.342313671E1,1.479753369E1
2.411615714E0,5.271388054E0,-3.296113253E0,1.346022511E1,1.482665014E1
2.413687868E0,5.281557560E0,-3.258426189E0,1.350808239E1,1.486541225E1
2.415762341E0,5.292325497E0,-3.177070379E0,1.357448292E1,1.491204452E1
2.417836927E0,5.321637630E0,-3.129213810E0,1.363609791E1,1.496846593E1
2.419910737E0,5.322235584E0,-3.119642496E0,1.367916870E1,1.500593274E1
2.421984834E0,5.341378212E0,-3.124428272E0,1.371207047E1,1.504371130E1
2.424058849E0,5.318048477E0,-3.129213810E0,1.375514126E1,1.507572651E1
2.426133771E0,5.299503803E0,-3.162713289E0,1.379881001E1,1.511603961E1
2.428208558E0,5.275575638E0,-3.206382275E0,1.381795216E1,1.513434463E1
2.430281821E0,5.266004562E0,-3.224926710E0,1.378983688E1,1.510928713E1
2.432356142E0,5.231906891E0,-3.277568817E0,1.377548027E1,1.509566705E1
2.434428428E0,5.198407173E0,-3.320639610E0,1.376172161E1,1.508095044E1
2.436494367E0,5.154139996E0,-3.349353552E0,1.368574905E1,1.500276826E1
2.438578686E0,5.110470772E0,-3.425923824E0,1.362473202E1,1.494948789E1
2.440652743E0,5.071587563E0,-3.492922783E0,1.356790257E1,1.489998289E1
2.442729861E0,5.027320385E0,-3.598206997E0,1.350209999E1,1.485017670E1
2.444802381E0,5.002195835E0,-3.693321705E0,1.340219975E1,1.477435435E1
2.446874819E0,4.986642361E0,-3.822534084E0,1.331665611E1,1.472452712E1
2.448947013E0,4.976472855E0,-3.946960926E0,1.325085354E1,1.469451946E1
2.451024874E0,4.975276470E0,-4.076173306E0,1.318445301E1,1.466964096E1
2.453095726E0,4.998606682E0,-4.176671982E0,1.310309696E1,1.463290154E1
2.455162804E0,5.045266628E0,-4.277170658E0,1.302233887E1,1.460582808E1
2.457246494E0,5.073382378E0,-4.358526230E0,1.298405361E1,1.460553347E1
2.459321251E0,5.120640278E0,-4.435096741E0,1.291226959E1,1.458141783E1
2.461396650E0,5.182255745E0,-4.448855400E0,1.285902882E1,1.456031288E1
2.463460594E0,5.234299660E0,-4.472783566E0,1.280160141E1,1.453563498E1
2.465543999E0,5.295914650E0,-4.458426952E0,1.277228928E1,1.452775469E1
2.467618697E0,5.362913609E0,-4.434498787E0,1.274297714E1,1.451926611E1
2.469694420E0,5.429912567E0,-4.381856441E0,1.274716473E1,1.453185552E1
2.471763889E0,5.492125988E0,-4.353142738E0,1.271785259E1,1.452091850E1
2.473830193E0,5.568098068E0,-4.314857483E0,1.270229912E1,1.452481029E1
2.475915327E0,5.644668579E0,-4.290929317E0,1.268255806E1,1.453002535E1
2.477991052E0,5.696712494E0,-4.271786690E0,1.262513065E1,1.449464104E1
2.480065880E0,5.773283005E0,-4.252644062E0,1.260060406E1,1.449796540E1
2.482135684E0,5.810969830E0,-4.219144344E0,1.256172085E1,1.446946371E1
2.484207198E0,5.854040623E0,-4.166502476E0,1.256112289E1,1.447105189E1
2.486298059E0,5.911468506E0,-4.123431683E0,1.253659630E1,1.446078820E1
2.488360293E0,5.959324837E0,-4.070789337E0,1.253121185E1,1.446084883E1
2.490436212E0,5.992824078E0,-3.994219303E0,1.251625729E1,1.444037481E1
2.492505863E0,6.007181168E0,-3.940979004E0,1.251565838E1,1.443119003E1
2.494583968E0,6.035895348E0,-3.873979807E0,1.252523041E1,1.443333464E1
2.496659895E0,6.036493301E0,-3.806980848E0,1.254856014E1,1.443602148E1
2.498741458E0,6.050251961E0,-3.768695593E0,1.252463150E1,1.441093368E1
2.500806298E0,6.059823513E0,-3.716053486E0,1.252403355E1,1.440076147E1
2.502879856E0,6.055037498E0,-3.677768469E0,1.250489140E1,1.437225692E1
2.504951613E0,6.055635929E0,-3.687339783E0,1.252881908E1,1.439578094E1
2.507028182E0,6.049654007E0,-3.687339783E0,1.246660614E1,1.433914422E1
2.509103112E0,6.031109333E0,-3.706482172E0,1.250070381E1,1.436592794E1
2.511177830E0,6.011966705E0,-3.735196114E0,1.249113274E1,1.435701329E1
2.513251021E0,6.001797199E0,-3.778266907E0,1.247737408E1,1.435206376E1
2.515325413E0,5.977869034E0,-3.826123476E0,1.247737408E1,1.435475541E1
2.517400253E0,5.953940868E0,-3.873979807E0,1.244925785E1,1.433321850E1
2.519473850E0,5.924628735E0,-3.926621914E0,1.243549919E1,1.432345019E1
2.521545445E0,5.914459229E0,-3.993621111E0,1.239781189E1,1.430508921E1
2.523609287E0,5.913861275E0,-4.074976921E0,1.234517002E1,1.428224124E1
2.525686701E0,5.927619934E0,-4.170690060E0,1.225962639E1,1.424183179E1
2.527771774E0,5.974279881E0,-4.256831646E0,1.218784237E1,1.422519375E1
2.529847427E0,6.016752720E0,-4.376472473E0,1.213101292E1,1.423082215E1
2.531921808E0,6.073582172E0,-4.486542225E0,1.211186981E1,1.427287119E1
2.533995478E0,6.154938221E0,-4.572684288E0,1.208255768E1,1.431016793E1
2.536073359E0,6.216553211E0,-4.630111694E0,1.208195972E1,1.435469327E1
2.538141769E0,6.293123722E0,-4.673182487E0,1.206281757E1,1.438588227E1
2.540215754E0,6.350551128E0,-4.663611412E0,1.205264759E1,1.439948211E1
2.542288833E0,6.413362980E0,-4.625326157E0,1.208076286E1,1.443847977E1
2.544361841E0,6.494719028E0,-4.587040901E0,1.209392357E1,1.447360725E1
2.546428197E0,6.557530403E0,-4.529613495E0,1.213161087E1,1.451532245E1
2.548513198E0,6.643671989E0,-4.453042984E0,1.210648632E1,1.450982358E1
2.550588231E0,6.677171707E0,-4.390829563E0,1.210110188E1,1.450174723E1
2.552664058E0,6.763313293E0,-4.304687977E0,1.212383366E1,1.453478888E1
2.554735642E0,6.825526714E0,-4.228117466E0,1.212802124E1,1.454488540E1
2.556809617E0,6.893123627E0,-4.165904045E0,1.216511059E1,1.458971643E1
2.558884414E0,6.965506554E0,-4.094119549E0,1.219322586E1,1.462719568E1
2.560959335E0,7.032505512E0,-4.017549038E0,1.219202995E1,1.463702253E1
2.563030889E0,7.090531826E0,-3.969692707E0,1.220100307E1,1.465941942E1
2.565100683E0,7.128218651E0,-3.917050600E0,1.215733337E1,1.462721919E1
2.567181850E0,7.156334400E0,-3.854837179E0,1.212383366E1,1.459658296E1
2.569255315E0,7.194619656E0,-3.802195072E0,1.209452248E1,1.457726700E1
2.571331090E0,7.194021225E0,-3.730410576E0,1.204666519E1,1.451867923E1
2.573403539E0,7.213163853E0,-3.667598963E0,1.201735306E1,1.448784972E1
2.575478155E0,7.202994347E0,-3.629313707E0,1.195514011E1,1.442152630E1
2.577553218E0,7.221538544E0,-3.581457376E0,1.190249825E1,1.437521897E1
2.579628138E0,7.210771084E0,-3.514458179E0,1.182592773E1,1.428982864E1
2.581707515E0,7.205387115E0,-3.456432343E0,1.176371479E1,1.422144556E1
2.583775682E0,7.176074982E0,-3.422932863E0,1.169192982E1,1.413908570E1
2.585849117E0,7.146762848E0,-3.355933666E0,1.162074280E1,1.404920543E1
2.587921749E0,7.112665176E0,-3.322434187E0,1.155852985E1,1.397240807E1
2.589997371E0,7.054639339E0,-3.273979664E0,1.151605701E1,1.389627462E1
2.592072169E0,7.015157700E0,-3.273979664E0,1.143051338E1,1.380536188E1
2.594146460E0,6.976274490E0,-3.283550978E0,1.137368393E1,1.374084418E1
2.596217749E0,6.923034191E0,-3.273979664E0,1.131206894E1,1.366053619E1
2.598290085E0,6.873981476E0,-3.302095175E0,1.121216869E1,1.355980017E1
2.600350684E0,6.835097790E0,-3.345165968E0,1.116969585E1,1.351557630E1
2.602443732E0,6.796214581E0,-3.383451223E0,1.109372425E1,1.344273010E1
2.604517259E0,6.747161865E0,-3.421736479E0,1.098903847E1,1.334134327E1
2.606595933E0,6.698108673E0,-3.473780155E0,1.091844940E1,1.327193828E1
2.608666144E0,6.678368092E0,-3.531208038E0,1.086640549E1,1.323437943E1
2.610741960E0,6.664011002E0,-3.574278831E0,1.083769226E1,1.321514606E1
2.612814216E0,6.668198586E0,-3.626920938E0,1.081376362E1,1.321199877E1
2.614888658E0,6.649055958E0,-3.641277790E0,1.079521942E1,1.319111866E1
2.616963101E0,6.634100914E0,-3.669991732E0,1.075214863E1,1.315632298E1
2.619036740E0,6.634100914E0,-3.669991732E0,1.074796104E1,1.315290085E1
2.621111101E0,6.628716946E0,-3.650849104E0,1.071924686E1,1.312138868E1
2.623185096E0,6.638288021E0,-3.626920938E0,1.068036366E1,1.308784135E1
2.625259803E0,6.647859573E0,-3.607778311E0,1.069472122E1,1.309912834E1
2.627334765E0,6.643074036E0,-3.593421459E0,1.068514919E1,1.308493499E1
2.629408006E0,6.686144829E0,-3.574278831E0,1.068455124E1,1.310113113E1
2.631482520E0,6.700501442E0,-3.545564890E0,1.069890785E1,1.311237504E1
2.633552569E0,6.729813576E0,-3.526422262E0,1.071745300E1,1.313734538E1
2.635609576E0,6.734001160E0,-3.512065411E0,1.071266651E1,1.313174013E1
2.637694781E0,6.738786697E0,-3.468994617E0,1.070309544E1,1.311493125E1
2.639778907E0,6.753741741E0,-3.430709362E0,1.072642612E1,1.313160354E1
2.641858355E0,6.744768620E0,-3.373281717E0,1.075513935E1,1.313559880E1
2.643932777E0,6.759125710E0,-3.296711445E0,1.075932693E1,1.312696472E1
2.646008125E0,6.744768620E0,-3.224926710E0,1.078804111E1,1.312531474E1
2.648076424E0,6.726224422E0,-3.133999348E0,1.081675434E1,1.311740147E1
2.650151242E0,6.726224422E0,-3.086143017E0,1.081615639E1,1.310555656E1
2.652223030E0,6.735795975E0,-3.047259569E0,1.077787113E1,1.306978364E1
2.654298836E0,6.726224422E0,-2.989831924E0,1.077308559E1,1.304762672E1
2.656372770E0,6.711269379E0,-2.951546669E0,1.073480034E1,1.299956548E1
2.658447537E0,6.710670948E0,-2.898904562E0,1.068215847E1,1.294392760E1
2.660521472E0,6.705885410E0,-2.846262455E0,1.066301632E1,1.291394696E1
2.662591378E0,6.681957245E0,-2.788834810E0,1.063908768E1,1.286920117E1
2.664669991E0,6.676573277E0,-2.726621389E0,1.060080242E1,1.282139255E1
2.666744383E0,6.699903488E0,-2.649452925E0,1.055234814E1,1.277733770E1
2.668817085E0,6.680760860E0,-2.592025042E0,1.052841949E1,1.273572835E1
2.670892738E0,6.661019802E0,-2.539382935E0,1.049491978E1,1.268704030E1
2.672966723E0,6.646663189E0,-2.501097918E0,1.047099209E1,1.265208669E1
2.675042469E0,6.617351055E0,-2.458027124E0,1.043270683E1,1.259653143E1
2.677117420E0,6.622735023E0,-2.429313183E0,1.045663452E1,1.261361912E1
2.679189665E0,6.622735023E0,-2.376671076E0,1.045663452E1,1.260358640E1
2.681264046E0,6.623332977E0,-2.319243431E0,1.048475075E1,1.261655373E1
2.683338570E0,6.637690067E0,-2.290529490E0,1.049432182E1,1.262680662E1
2.685412271E0,6.642475605E0,-2.247458696E0,1.049850941E1,1.262506446E1
2.687486541E0,6.638288021E0,-2.209173441E0,1.053679466E1,1.264797837E1
2.689558755E0,6.623332977E0,-2.156531334E0,1.051286602E1,1.261108715E1
2.691628243E0,6.600003242E0,-2.151745796E0,1.054158020E1,1.262200324E1
2.693710011E0,6.614359856E0,-2.132603168E0,1.054158020E1,1.262626887E1
2.695782490E0,6.604788780E0,-2.123031855E0,1.053679466E1,1.261564667E1
2.697857197E0,6.595815659E0,-2.123031855E0,1.057029438E1,1.263895454E1
2.699922554E0,6.595815659E0,-2.137388945E0,1.058943653E1,1.265738447E1
2.702006356E0,6.610172749E0,-2.142174482E0,1.060857964E1,1.268168984E1
2.704080372E0,6.615556240E0,-2.185245275E0,1.064686394E1,1.272385920E1
2.706156900E0,6.644270420E0,-2.190030813E0,1.067019463E1,1.275913860E1
2.708229053E0,6.649653912E0,-2.170888424E0,1.069412231E1,1.277868952E1
2.710304015E0,6.635297298E0,-2.161317110E0,1.072283649E1,1.279365797E1
2.712377328E0,6.635895252E0,-2.128415823E0,1.074197865E1,1.280450565E1
2.714451801E0,6.626324177E0,-2.085345030E0,1.075633621E1,1.280451501E1
2.716526499E0,6.636493683E0,-2.018345833E0,1.077488041E1,1.281463289E1
2.718599944E0,6.650850773E0,-1.960918188E0,1.078385353E1,1.282070642E1
2.720674244E0,6.669992924E0,-1.888535261E0,1.077906799E1,1.281575896E1
2.722748229E0,6.665207386E0,-1.816750646E0,1.079761219E1,1.281850231E1
2.724822987E0,6.684948444E0,-1.759921074E0,1.082094193E1,1.284050786E1
2.726897918E0,6.689733982E0,-1.677966833E0,1.083529949E1,1.284413596E1
2.728971170E0,6.695117950E0,-1.621137381E0,1.085384369E1,1.285529516E1
2.731045674E0,6.685546398E0,-1.567897081E0,1.084905815E1,1.283966100E1
2.733119415E0,6.695117950E0,-1.500898004E0,1.084427261E1,1.283259708E1
2.735187296E0,6.690331936E0,-1.438684583E0,1.085324574E1,1.283056108E1
2.737257782E0,6.699903488E0,-1.366899967E0,1.085803127E1,1.283175613E1
2.739342080E0,6.699903488E0,-1.285543919E0,1.083829021E1,1.280663362E1
2.741418059E0,6.675975323E0,-1.189831018E0,1.082393360E1,1.277270069E1
2.743492777E0,6.695117950E0,-1.118046403E0,1.081854916E1,1.277167326E1
2.745554576E0,6.695117950E0,-1.055832982E0,1.080419254E1,1.275421358E1
2.747639506E0,6.704689026E0,-1.003190875E0,1.078923702E1,1.274232641E1
2.749713988E0,6.704689026E0,-9.457631707E-1,1.077966595E1,1.272982800E1
2.751790354E0,6.733402729E0,-9.074779749E-1,1.077428246E1,1.273763679E1
2.753861968E0,6.742974281E0,-8.835497499E-1,1.077906799E1,1.274506450E1
2.755935882E0,6.752545357E0,-8.500502706E-1,1.079342461E1,1.275999487E1
2.758010834E0,6.786643028E0,-8.213363886E-1,1.080718327E1,1.278781949E1
